,state,county,2019,2020,2021,2020 yoy diff,2021 yoy diff
453,Illinois,Livingston County,99966.66666666667,103250.0,109183.33333333333,3283.3333333333285,5933.3333333333285
454,Illinois,Macoupin County,145000.0,94459.09090909091,114875.0,-50540.90909090909,20415.90909090909
455,Illinois,Madison County,135350.0,143148.33333333334,156375.45833333334,7798.333333333343,13227.125
456,Illinois,Marshall County,,,145633.33333333334,,
457,Illinois,McHenry County,217787.91666666666,236895.83333333334,264409.375,19107.916666666686,27513.541666666657
458,Illinois,McLean County,267250.0,223446.66666666666,177208.33333333334,-43803.33333333334,-46238.333333333314
459,Illinois,Monroe County,221489.79166666666,239162.5,250012.5,17672.708333333343,10850.0
460,Illinois,Montgomery County,80345.83333333333,91711.08333333333,91677.08333333333,11365.25,-34.0
461,Illinois,Ogle County,97000.0,123125.0,165315.0,26125.0,42190.0
462,Illinois,Piatt County,,212450.0,200786.75,,-11663.25
463,Illinois,Putnam County,,,159011.11111111112,,
464,Illinois,Randolph County,95330.54166666667,85690.25,106114.58333333333,-9640.291666666672,20424.33333333333
465,Illinois,St. Clair County,149375.0,156904.16666666666,169136.08333333334,7529.166666666657,12231.916666666686
466,Illinois,Stephenson County,93195.41666666667,84920.5,101765.08333333333,-8274.916666666672,16844.58333333333
467,Illinois,Washington County,126595.83333333333,126524.54166666667,134937.5,-71.29166666665697,8412.958333333328
468,Illinois,Whiteside County,335000.0,96000.0,97661.11111111111,-239000.0,1661.1111111111095
469,Illinois,Will County,226950.0,247047.5,276037.5,20097.5,28990.0
470,Illinois,Winnebago County,120845.83333333333,130020.83333333333,141406.25,9175.0,11385.416666666672
471,Indiana,Bartholomew County,183720.83333333334,189974.95833333334,224562.5,6254.125,34587.54166666666
472,Indiana,Boone County,281540.5,293844.0833333333,345961.5416666667,12303.583333333314,52117.45833333337
473,Indiana,Brown County,241471.75,264005.4583333333,285466.6666666667,22533.708333333314,21461.208333333372
474,Indiana,Clark County,175026.66666666666,189054.16666666666,215200.58333333334,14027.5,26146.416666666686
475,Indiana,Crawford County,138447.70833333334,111354.16666666667,145795.83333333334,-27093.54166666667,34441.66666666667
476,Indiana,Dearborn County,202366.0,229247.08333333334,261385.41666666666,26881.083333333343,32138.333333333314
477,Indiana,Decatur County,147747.91666666666,151379.16666666666,165512.5,3631.25,14133.333333333343
478,Indiana,Fayette County,93655.55555555556,131715.0,145137.5,38059.44444444444,13422.5
479,Indiana,Floyd County,183404.16666666666,201430.375,214143.75,18026.208333333343,12713.375
480,Indiana,Franklin County,236233.33333333334,189612.5,250174.54166666666,-46620.83333333334,60562.04166666666
481,Indiana,Hamilton County,288298.75,313332.2916666667,353451.2083333333,25033.541666666686,40118.91666666663
482,Indiana,Hancock County,204022.83333333334,224576.04166666666,265279.1666666667,20553.208333333314,40703.12500000003
483,Indiana,Harrison County,163791.66666666666,173091.66666666666,206420.83333333334,9300.0,33329.166666666686
484,Indiana,Hendricks County,217475.0,238837.5,274172.8333333333,21362.5,35335.333333333314
485,Indiana,Jackson County,120500.0,116858.33333333333,152693.75,-3641.6666666666715,35835.41666666667
486,Indiana,Jefferson County,131137.54166666666,147941.66666666666,167879.16666666666,16804.125,19937.5
487,Indiana,Jennings County,124140.66666666667,139042.375,147577.08333333334,14901.708333333328,8534.708333333343
488,Indiana,Johnson County,197354.16666666666,215968.0,263645.8333333333,18613.833333333343,47677.833333333314
489,Indiana,Madison County,116566.66666666667,132391.66666666666,153297.91666666666,15824.999999999985,20906.25
490,Indiana,Marion County,155705.625,174616.66666666666,201916.66666666666,18911.041666666657,27300.0
491,Indiana,Montgomery County,127066.66666666667,145370.83333333334,159720.83333333334,18304.16666666667,14350.0
492,Indiana,Morgan County,174602.29166666666,193044.33333333334,221704.16666666666,18442.041666666686,28659.833333333314
493,Indiana,Ohio County,134707.1,226965.625,228416.66666666666,92258.525,1451.041666666657
494,Indiana,Orange County,97225.0,127131.81818181818,170700.0,29906.818181818177,43568.18181818182
495,Indiana,Putnam County,145313.63636363635,180031.25,183165.20833333334,34717.61363636365,3133.958333333343
496,Indiana,Ripley County,168583.33333333334,164279.16666666666,193830.20833333334,-4304.166666666686,29551.041666666686
497,Indiana,Rush County,101831.25,122887.5,134975.0,21056.25,12087.5
498,Indiana,Scott County,129395.83333333333,140679.16666666666,167320.83333333334,11283.333333333328,26641.666666666686
499,Indiana,Shelby County,137453.75,148933.33333333334,175341.66666666666,11479.583333333343,26408.333333333314
500,Indiana,Switzerland County,178294.44444444444,162165.0,242100.0,-16129.444444444438,79935.0
501,Indiana,Tipton County,131533.33333333334,150645.41666666666,177695.875,19112.083333333314,27050.458333333343
502,Indiana,Union County,127875.0,177957.14285714287,270250.0,50082.14285714287,92292.85714285713
503,Indiana,Wayne County,146270.83333333334,81568.18181818182,122591.66666666667,-64702.65151515152,41023.48484848485
504,Iowa,Adair County,101272.72727272728,94808.33333333333,129972.72727272728,-6464.393939393951,35164.39393939395
505,Iowa,Audubon County,68631.81818181818,85600.0,80883.33333333333,16968.181818181823,-4716.6666666666715
506,Iowa,Boone County,132166.66666666666,147828.125,157835.41666666666,15661.458333333343,10007.291666666657
507,Iowa,Cass County,83875.0,111552.08333333333,122528.625,27677.08333333333,10976.541666666672
508,Iowa,Clarke County,109391.66666666667,110375.0,132470.83333333334,983.3333333333285,22095.833333333343
509,Iowa,Dallas County,276303.0,282706.7916666667,315482.25,6403.791666666686,32775.458333333314
510,Iowa,Greene County,79416.66666666667,82593.75,126843.75,3177.0833333333285,44250.0
511,Iowa,Guthrie County,194496.58333333334,161468.54166666666,213883.45833333334,-33028.041666666686,52414.916666666686
512,Iowa,Harrison County,169804.16666666666,177386.36363636365,177729.16666666666,7582.19696969699,342.80303030301
513,Iowa,Jasper County,125244.79166666667,140266.66666666666,154520.83333333334,15021.874999999985,14254.166666666686
514,Iowa,Lucas County,84925.0,124106.375,120433.33333333333,39181.375,-3673.0416666666715
515,Iowa,Madison County,167125.0,185324.16666666666,195205.20833333334,18199.166666666657,9881.041666666686
516,Iowa,Marion County,166245.83333333334,180470.83333333334,199892.54166666666,14225.0,19421.708333333314
517,Iowa,Mills County,155000.0,185615.05,266464.7727272727,30615.04999999999,80849.72272727272
518,Iowa,Monroe County,91581.25,123777.27272727272,145779.16666666666,32196.02272727272,22001.893939393936
519,Iowa,Montgomery County,87250.0,98898.33333333333,90808.33333333333,11648.333333333328,-8090.0
520,Iowa,Polk County,202720.0,215834.95833333334,239541.66666666666,13114.958333333343,23706.708333333314
521,Iowa,Pottawattamie County,161437.5,160312.5,187895.83333333334,-1125.0,27583.333333333343
522,Iowa,Story County,207125.0,209937.5,239362.5,2812.5,29425.0
523,Iowa,Warren County,211266.25,222123.75,240442.91666666666,10857.5,18319.166666666657
524,Kansas,Bourbon County,86258.33333333333,81358.33333333333,90795.83333333333,-4900.0,9437.5
525,Kansas,Franklin County,140020.83333333334,158060.41666666666,166356.25,18039.583333333314,8295.833333333343
526,Kansas,Johnson County,294270.625,321905.375,360933.3333333333,27634.75,39027.958333333314
527,Kansas,Leavenworth County,204983.33333333334,227437.5,255574.95833333334,22454.166666666657,28137.458333333343
528,Kansas,Linn County,92770.83333333333,104412.5,135975.0,11641.666666666672,31562.5
529,Kansas,Miami County,211602.875,235562.5,269072.25,23959.625,33509.75
530,Kansas,Wyandotte County,138598.625,157008.33333333334,179662.5,18409.708333333343,22654.166666666657
531,Kentucky,Anderson County,158860.5,173848.33333333334,201045.83333333334,14987.833333333343,27197.5
532,Kentucky,Bath County,106291.66666666667,134931.95454545456,152312.5,28640.287878787887,17380.54545454544
533,Kentucky,Bell County,90895.83333333333,124900.0,136741.66666666666,34004.16666666667,11841.666666666657
534,Kentucky,Boone County,209854.5,229703.79166666666,265335.8333333333,19849.291666666657,35632.04166666666
535,Kentucky,Bourbon County,147943.75,181064.16666666666,165929.16666666666,33120.41666666666,-15135.0
536,Kentucky,Boyle County,148412.5,155208.33333333334,186687.5,6795.833333333343,31479.166666666657
537,Kentucky,Bracken County,123675.0,129102.08333333333,173012.5,5427.0833333333285,43910.41666666667
538,Kentucky,Breathitt County,115000.0,120794.44444444444,137545.0,5794.444444444438,16750.555555555562
539,Kentucky,Bullitt County,189725.83333333334,209131.70833333334,244079.16666666666,19405.875,34947.458333333314
540,Kentucky,Campbell County,162779.16666666666,186505.41666666666,208294.33333333334,23726.25,21788.916666666686
541,Kentucky,Clark County,152016.66666666666,164057.29166666666,181116.66666666666,12040.625,17059.375
542,Kentucky,Clay County,93000.0,104452.95833333333,147171.66666666666,11452.958333333328,42718.70833333333
543,Kentucky,Estill County,101866.66666666667,124750.0,142525.0,22883.33333333333,17775.0
544,Kentucky,Fayette County,207385.0,226642.91666666666,253436.125,19257.916666666657,26793.208333333343
545,Kentucky,Fleming County,145929.16666666666,124537.5,153612.58333333334,-21391.666666666657,29075.083333333343
546,Kentucky,Franklin County,148775.0,171868.75,191862.5,23093.75,19993.75
547,Kentucky,Gallatin County,120103.125,121616.66666666667,169858.33333333334,1513.5416666666715,48241.66666666667
548,Kentucky,Garrard County,165416.66666666666,174325.0,212133.33333333334,8908.333333333343,37808.33333333334
549,Kentucky,Grant County,150612.58333333334,175541.875,180766.66666666666,24929.291666666657,5224.791666666657
550,Kentucky,Harlan County,75614.58333333333,54895.875,74156.81818181818,-20718.70833333333,19260.943181818177
551,Kentucky,Harrison County,141733.33333333334,153027.5,168845.83333333334,11294.166666666657,15818.333333333343
552,Kentucky,Jackson County,95231.81818181818,97558.33333333333,129237.5,2326.515151515152,31679.16666666667
553,Kentucky,Jefferson County,186929.58333333334,205612.5,223451.66666666666,18682.916666666657,17839.166666666657
554,Kentucky,Jessamine County,200537.5,217076.83333333334,259989.95833333334,16539.333333333343,42913.125
555,Kentucky,Kenton County,162208.33333333334,182504.16666666666,208754.125,20295.833333333314,26249.958333333343
556,Kentucky,Knox County,114647.91666666667,144679.16666666666,146860.41666666666,30031.249999999985,2181.25
557,Kentucky,Laurel County,141508.33333333334,162685.41666666666,185367.5,21177.083333333314,22682.083333333343
558,Kentucky,Lee County,91258.0,94366.66666666667,149972.95454545456,3108.6666666666715,55606.28787878789
559,Kentucky,Lewis County,120793.75,96511.11111111111,120240.90909090909,-24282.63888888889,23729.79797979798
560,Kentucky,Lincoln County,111491.66666666667,134481.08333333334,161595.83333333334,22989.41666666667,27114.75
561,Kentucky,Madison County,177172.08333333334,197195.83333333334,225450.0,20023.75,28254.166666666657
562,Kentucky,Mason County,89647.125,119470.83333333333,200765.0,29823.70833333333,81294.16666666667
563,Kentucky,Menifee County,71112.5,85270.83333333333,126008.33333333333,14158.333333333328,40737.5
564,Kentucky,Mercer County,138008.33333333334,170804.16666666666,200750.0,32795.833333333314,29945.833333333343
565,Kentucky,Montgomery County,137487.5,150258.33333333334,171729.16666666666,12770.833333333343,21470.833333333314
566,Kentucky,Morgan County,97658.33333333333,93625.0,142428.91666666666,-4033.3333333333285,48803.91666666666
567,Kentucky,Nicholas County,87190.33333333333,95786.25,153556.81818181818,8595.916666666672,57770.56818181818
568,Kentucky,Oldham County,309420.6666666667,333160.1666666667,355623.2916666667,23739.5,22463.125
569,Kentucky,Owen County,127437.5,130320.79166666667,174416.66666666666,2883.2916666666715,44095.874999999985
570,Kentucky,Owsley County,186333.33333333334,71000.0,146942.5,-115333.33333333334,75942.5
571,Kentucky,Pendleton County,119461.79166666667,136708.625,162141.20833333334,17246.83333333333,25432.583333333343
572,Kentucky,Powell County,115291.66666666667,123860.41666666667,157687.5,8568.75,33827.08333333333
573,Kentucky,Robertson County,74571.42857142857,123493.75,189281.25,48922.321428571435,65787.5
574,Kentucky,Rockcastle County,102854.16666666667,121570.83333333333,133729.16666666666,18716.666666666657,12158.333333333328
575,Kentucky,Rowan County,133754.16666666666,149429.16666666666,163540.20833333334,15675.0,14111.041666666686
576,Kentucky,Scott County,211789.29166666666,230129.66666666666,259712.91666666666,18340.375,29583.25
577,Kentucky,Shelby County,211486.58333333334,233705.41666666666,262444.7916666667,22218.833333333314,28739.37500000003
578,Kentucky,Spencer County,255508.33333333334,291214.4166666667,339408.3333333333,35706.08333333334,48193.91666666663
579,Kentucky,Whitley County,107479.16666666667,139891.66666666666,153641.66666666666,32412.499999999985,13750.0
580,Kentucky,Wolfe County,89928.57142857143,163071.42857142858,176250.0,73142.85714285714,13178.57142857142
581,Kentucky,Woodford County,236772.45833333334,255886.41666666666,271665.6666666667,19113.958333333314,15779.25000000003
582,Louisiana,Ascension Parish,237793.29166666666,251115.5,267941.0,13322.208333333343,16825.5
583,Louisiana,Bienville Parish,,,160084.375,,
584,Louisiana,Bossier Parish,307450.0,183343.75,213087.91666666666,-124106.25,29744.166666666657
585,Louisiana,Caddo Parish,17000.0,163750.0,185408.33333333334,146750.0,21658.333333333343
586,Louisiana,Claiborne Parish,,,98829.94444444444,,
587,Louisiana,De Soto Parish,,,228204.9,,
588,Louisiana,East Baton Rouge Parish,204263.33333333334,220450.625,239428.25,16187.291666666657,18977.625
589,Louisiana,East Feliciana Parish,178368.79166666666,203683.33333333334,255541.66666666666,25314.541666666686,51858.333333333314
590,Louisiana,Iberville Parish,175466.25,187892.70833333334,206218.33333333334,12426.458333333343,18325.625
591,Louisiana,Jefferson Parish,205882.29166666666,223487.5,248035.41666666666,17605.208333333343,24547.916666666657
592,Louisiana,Livingston Parish,187253.54166666666,195576.25,220318.375,8322.708333333343,24742.125
593,Louisiana,Orleans Parish,278779.1666666667,301645.7916666667,334329.1666666667,22866.625,32683.375
594,Louisiana,Plaquemines Parish,245900.0,308417.2916666667,307923.9583333333,62517.291666666686,-493.33333333337214
595,Louisiana,Pointe Coupee Parish,218416.66666666666,204135.08333333334,249478.0,-14281.583333333314,45342.91666666666
596,Louisiana,St. Bernard Parish,171833.33333333334,185799.95833333334,231625.0,13966.625,45825.04166666666
597,Louisiana,St. Charles Parish,226332.91666666666,235787.91666666666,254968.20833333334,9455.0,19180.291666666686
598,Louisiana,St. Helena Parish,211452.77777777778,159900.0,211737.5,-51552.77777777778,51837.5
599,Louisiana,St. James Parish,149890.0,163029.16666666666,163679.54545454544,13139.166666666657,650.3787878787844
600,Louisiana,St. John the Baptist Parish,157991.66666666666,164691.66666666666,179366.66666666666,6700.0,14675.0
601,Louisiana,St. Tammany Parish,226008.75,243501.25,261877.75,17492.5,18376.5
602,Louisiana,Tangipahoa Parish,171612.70833333334,183389.16666666666,200576.04166666666,11776.458333333314,17186.875
603,Louisiana,Washington Parish,103151.66666666667,138287.70833333334,140245.83333333334,35136.04166666667,1958.125
604,Louisiana,Webster Parish,,,129945.0,,
605,Louisiana,West Baton Rouge Parish,211967.66666666666,225716.66666666666,254970.375,13749.0,29253.708333333343
606,Louisiana,West Feliciana Parish,258152.45833333334,285320.1666666667,282125.0,27167.708333333343,-3195.166666666686
607,Maine,Androscoggin County,169142.33333333334,193633.33333333334,232458.33333333334,24491.0,38825.0
608,Maine,Aroostook County,96537.5,99775.0,114895.83333333333,3237.5,15120.833333333328
609,Maine,Cumberland County,316087.5,353866.6666666667,424775.0,37779.166666666686,70908.33333333331
610,Maine,Franklin County,150693.75,185704.16666666666,219658.33333333334,35010.41666666666,33954.166666666686
611,Maine,Hancock County,227240.41666666666,255616.66666666666,313766.6666666667,28376.25,58150.00000000003
612,Maine,Kennebec County,158837.5,184195.83333333334,228616.66666666666,25358.333333333343,44420.833333333314
613,Maine,Knox County,241629.16666666666,256791.66666666666,333225.0,15162.5,76433.33333333334
614,Maine,Lincoln County,223127.29166666666,282337.9166666667,341518.75,59210.62500000003,59180.833333333314
615,Maine,Oxford County,165495.91666666666,192822.79166666666,244794.58333333334,27326.875,51971.791666666686
616,Maine,Penobscot County,149045.83333333334,164904.16666666666,197032.29166666666,15858.333333333314,32128.125
617,Maine,Piscataquis County,110104.16666666667,120491.66666666667,154670.83333333334,10387.5,34179.16666666667
618,Maine,Sagadahoc County,235765.95833333334,265879.6666666667,321041.6666666667,30113.708333333343,55162.0
619,Maine,Somerset County,121154.16666666667,137983.33333333334,163900.0,16829.16666666667,25916.666666666657
620,Maine,Waldo County,184847.91666666666,220083.33333333334,267716.6666666667,35235.416666666686,47633.33333333334
621,Maine,Washington County,124695.83333333333,145824.70833333334,160666.66666666666,21128.875000000015,14841.958333333314
622,Maine,York County,276641.6666666667,312795.8333333333,364900.7083333333,36154.16666666663,52104.875
623,Maryland,Allegany County,98558.33333333333,109608.29166666667,119737.5,11049.958333333343,10129.208333333328
624,Maryland,Anne Arundel County,353216.625,378698.75,412590.4166666667,25482.125,33891.666666666686
625,Maryland,Baltimore City County,151329.16666666666,170154.16666666666,200241.66666666666,18825.0,30087.5
626,Maryland,Baltimore County,247478.125,264023.5416666667,291000.0,16545.416666666686,26976.458333333314
627,Maryland,Calvert County,328058.3333333333,355436.2083333333,385150.625,27377.875,29714.416666666686
628,Maryland,Caroline County,192458.33333333334,219150.0,254783.29166666666,26691.666666666657,35633.29166666666
629,Maryland,Carroll County,324389.0416666667,352674.1666666667,391060.625,28285.125,38386.458333333314
630,Maryland,Cecil County,230945.83333333334,255272.70833333334,285466.6666666667,24326.875,30193.958333333343
631,Maryland,Charles County,311216.25,339015.625,382699.1666666667,27799.375,43683.541666666686
632,Maryland,Dorchester County,178291.66666666666,200156.54166666666,236243.95833333334,21864.875,36087.416666666686
633,Maryland,Frederick County,321325.625,353023.8333333333,408217.75,31698.208333333314,55193.916666666686
634,Maryland,Garrett County,249958.33333333334,300041.6666666667,396287.5,50083.33333333334,96245.83333333331
635,Maryland,Harford County,269512.5,290031.25,314187.5,20518.75,24156.25
636,Maryland,Howard County,406887.5,444597.25,477292.9583333333,37709.75,32695.708333333314
637,Maryland,Kent County,223134.16666666666,247240.04166666666,271404.1666666667,24105.875,24164.12500000003
638,Maryland,Montgomery County,450075.0,481276.875,526531.5,31201.875,45254.625
639,Maryland,Prince George's County,310066.6666666667,345127.5,378733.125,35060.833333333314,33605.625
640,Maryland,Queen Anne's County,334425.0,384226.5,406395.625,49801.5,22169.125
641,Maryland,St. Mary's County,285970.625,315281.5833333333,342000.625,29310.958333333314,26719.041666666686
642,Maryland,Talbot County,354968.5416666667,408225.0,427481.25,53256.458333333314,19256.25
643,Maryland,Washington County,198600.0,222200.41666666666,246775.0,23600.416666666657,24574.583333333343
644,Massachusetts,Barnstable County,401208.3333333333,455945.8333333333,553537.0,54737.5,97591.16666666669
645,Massachusetts,Bristol County,307684.5833333333,341350.0,393458.3333333333,33665.416666666686,52108.333333333314
646,Massachusetts,Dukes County,874979.1666666666,1149070.8333333333,1333609.375,274091.6666666666,184538.54166666674
647,Massachusetts,Essex County,426975.0,475158.3333333333,540041.6666666666,48183.333333333314,64883.333333333314
648,Massachusetts,Franklin County,,288733.3333333333,299954.54545454547,,11221.212121212156
649,Massachusetts,Hampden County,234779.16666666666,276337.5,264760.4166666667,41558.33333333334,-11577.083333333314
650,Massachusetts,Hampshire County,393000.0,434896.5,339331.8181818182,41896.5,-95564.68181818182
651,Massachusetts,Middlesex County,550595.8333333334,594049.8333333334,647500.0,43454.0,53450.16666666663
652,Massachusetts,Nantucket County,2068636.3636363635,2150295.4545454546,2895458.3333333335,81659.09090909106,745162.8787878789
653,Massachusetts,Norfolk County,498293.75,537413.7916666666,600570.8333333334,39120.04166666663,63157.041666666744
654,Massachusetts,Plymouth County,382705.2083333333,430055.5416666667,486850.0,47350.33333333337,56794.458333333314
655,Massachusetts,Suffolk County,634000.0,660156.25,705083.3333333334,26156.25,44927.08333333337
656,Massachusetts,Worcester County,283991.125,318329.1666666667,366988.25,34338.041666666686,48659.083333333314
657,Michigan,Allegan County,202791.66666666666,236502.20833333334,270154.7916666667,33710.541666666686,33652.58333333334
658,Michigan,Barry County,189929.16666666666,202547.70833333334,236813.29166666666,12618.541666666686,34265.583333333314
659,Michigan,Bay County,97457.08333333333,116274.08333333333,121212.875,18817.0,4938.7916666666715
660,Michigan,Berrien County,180533.33333333334,209902.5,225479.16666666666,29369.166666666657,15576.666666666657
661,Michigan,Branch County,127200.83333333333,126387.5,154679.16666666666,-813.3333333333285,28291.666666666657
662,Michigan,Calhoun County,123402.08333333333,134002.25,155181.25,10600.166666666672,21179.0
663,Michigan,Cass County,158828.04166666666,174945.83333333334,184370.16666666666,16117.791666666686,9424.333333333314
664,Michigan,Clare County,82686.9,109625.0,122072.72727272728,26938.100000000006,12447.72727272728
665,Michigan,Clinton County,216007.66666666666,225507.08333333334,247488.08333333334,9499.416666666686,21981.0
666,Michigan,Eaton County,167337.5,179039.58333333334,202295.79166666666,11702.083333333343,23256.208333333314
667,Michigan,Genesee County,144148.95833333334,156911.66666666666,178020.83333333334,12762.708333333314,21109.166666666686
668,Michigan,Gladwin County,129183.33333333333,246810.0,153516.66666666666,117626.66666666667,-93293.33333333334
669,Michigan,Gratiot County,109687.5,117708.33333333333,148489.58333333334,8020.8333333333285,30781.250000000015
670,Michigan,Hillsdale County,130231.25,152012.5,161195.83333333334,21781.25,9183.333333333343
671,Michigan,Huron County,314500.0,129778.8,135370.0,-184721.2,5591.199999999997
672,Michigan,Ingham County,132933.33333333334,146652.08333333334,154352.08333333334,13718.75,7700.0
673,Michigan,Ionia County,141487.5,158483.33333333334,183772.91666666666,16995.833333333343,25289.583333333314
674,Michigan,Jackson County,144823.75,154697.91666666666,167641.66666666666,9874.166666666657,12943.75
675,Michigan,Kalamazoo County,177025.0,191245.83333333334,217836.25,14220.833333333343,26590.416666666657
676,Michigan,Kent County,204408.33333333334,224216.66666666666,260024.54166666666,19808.333333333314,35807.875
677,Michigan,Lake County,81812.5,106574.79166666667,121939.375,24762.29166666667,15364.583333333328
678,Michigan,Lapeer County,185422.91666666666,213708.33333333334,239820.0,28285.416666666686,26111.666666666657
679,Michigan,Lenawee County,152158.33333333334,160762.5,179731.25,8604.166666666657,18968.75
680,Michigan,Livingston County,270612.5,286645.8333333333,324905.7083333333,16033.333333333314,38259.875
681,Michigan,Macomb County,170620.83333333334,186416.66666666666,211429.16666666666,15795.833333333314,25012.5
682,Michigan,Manistee County,143493.04166666666,156008.33333333334,174283.33333333334,12515.291666666686,18275.0
683,Michigan,Mason County,153004.16666666666,174496.45833333334,202648.95833333334,21492.291666666686,28152.5
684,Michigan,Mecosta County,124327.04166666667,152858.95833333334,174958.33333333334,28531.91666666667,22099.375
685,Michigan,Midland County,150333.33333333334,178325.0,187527.29166666666,27991.666666666657,9202.291666666657
686,Michigan,Monroe County,178591.66666666666,194231.25,206883.25,15639.583333333343,12652.0
687,Michigan,Montcalm County,139489.375,155587.45833333334,183537.5,16098.083333333343,27950.041666666657
688,Michigan,Muskegon County,139905.08333333334,150095.83333333334,174309.375,10190.75,24213.541666666657
689,Michigan,Newaygo County,143384.16666666666,158279.16666666666,179631.25,14895.0,21352.083333333343
690,Michigan,Oakland County,246315.54166666666,264408.3333333333,297746.6666666667,18092.791666666657,33338.33333333337
691,Michigan,Oceana County,142362.5,163398.33333333334,175584.375,21035.833333333343,12186.041666666657
692,Michigan,Osceola County,108895.83333333333,97350.20833333333,134416.66666666666,-11545.625,37066.45833333333
693,Michigan,Ottawa County,235745.83333333334,256762.25,297264.1666666667,21016.416666666657,40501.916666666686
694,Michigan,Saginaw County,105710.45833333333,119692.5,133941.66666666666,13982.041666666672,14249.166666666657
695,Michigan,Sanilac County,125337.5,135641.66666666666,161245.83333333334,10304.166666666657,25604.166666666686
696,Michigan,Shiawassee County,124095.83333333333,137087.5,153416.66666666666,12991.666666666672,16329.166666666657
697,Michigan,St. Clair County,161087.5,172678.75,195854.16666666666,11591.25,23175.416666666657
698,Michigan,St. Joseph County,129329.16666666667,147048.08333333334,166783.33333333334,17718.91666666667,19735.25
699,Michigan,Tuscola County,117154.16666666667,130383.33333333333,155041.66666666666,13229.166666666657,24658.33333333333
700,Michigan,Van Buren County,169477.125,203092.70833333334,229267.875,33615.58333333334,26175.166666666657
701,Michigan,Washtenaw County,284616.6666666667,293640.3333333333,326351.6666666667,9023.666666666628,32711.333333333372
702,Michigan,Wayne County,135433.33333333334,150491.66666666666,173304.16666666666,15058.333333333314,22812.5
703,Minnesota,Aitkin County,168645.83333333334,191458.33333333334,217814.58333333334,22812.5,26356.25
704,Minnesota,Anoka County,263325.0,284395.8333333333,323881.3333333333,21070.833333333314,39485.5
705,Minnesota,Becker County,230865.66666666666,249120.875,292487.4583333333,18255.208333333343,43366.583333333314
706,Minnesota,Beltrami County,171518.75,200310.0,217200.41666666666,28791.25,16890.416666666657
707,Minnesota,Benton County,196878.58333333334,215214.125,241029.0,18335.541666666657,25814.875
708,Minnesota,Big Stone County,110909.09090909091,106786.45833333333,121977.27272727272,-4122.632575757583,15190.814393939392
709,Minnesota,Brown County,109791.09090909091,123215.66666666667,122183.33333333333,13424.57575757576,-1032.333333333343
710,Minnesota,Carver County,340403.75,360484.8333333333,414757.9166666667,20081.083333333314,54273.08333333337
711,Minnesota,Cass County,226520.83333333334,248725.0,298358.3333333333,22204.166666666657,49633.333333333314
712,Minnesota,Chippewa County,108816.66666666667,99535.25,138911.25,-9281.416666666672,39376.0
713,Minnesota,Chisago County,257039.25,277786.0833333333,318317.25,20746.833333333314,40531.166666666686
714,Minnesota,Clearwater County,121915.90909090909,151383.33333333334,183857.95454545456,29467.424242424255,32474.621212121216
715,Minnesota,Cook County,361722.22222222225,339968.75,476278.5714285714,-21753.472222222248,136309.82142857142
716,Minnesota,Cottonwood County,86225.0,95166.66666666667,122262.5,8941.666666666672,27095.83333333333
717,Minnesota,Crow Wing County,210386.875,241126.5,271207.375,30739.625,30080.875
718,Minnesota,Dakota County,286068.8333333333,310139.7916666667,345292.4166666667,24070.958333333372,35152.625
719,Minnesota,Dodge County,216114.66666666666,233866.04166666666,256763.16666666666,17751.375,22897.125
720,Minnesota,Douglas County,229625.0,251812.91666666666,281353.4583333333,22187.916666666657,29540.541666666657
721,Minnesota,Faribault County,82037.5,95377.16666666667,116725.0,13339.666666666672,21347.83333333333
722,Minnesota,Fillmore County,139335.875,168233.5,178097.45833333334,28897.625,9863.958333333343
723,Minnesota,Freeborn County,112729.16666666667,124385.58333333333,145216.66666666666,11656.416666666657,20831.08333333333
724,Minnesota,Goodhue County,211039.54166666666,227092.41666666666,255948.91666666666,16052.875,28856.5
725,Minnesota,Grant County,107979.16666666667,139077.33333333334,143441.66666666666,31098.16666666667,4364.333333333314
726,Minnesota,Hennepin County,301200.125,324842.1666666667,349031.875,23642.041666666686,24189.708333333314
727,Minnesota,Houston County,172217.08333333334,210037.5,219165.91666666666,37820.41666666666,9128.416666666657
728,Minnesota,Hubbard County,183766.66666666666,215279.16666666666,245184.91666666666,31512.5,29905.75
729,Minnesota,Isanti County,228086.54166666666,244037.5,282325.125,15950.958333333343,38287.625
730,Minnesota,Itasca County,159886.0,171490.33333333334,202170.83333333334,11604.333333333343,30680.5
731,Minnesota,Jackson County,91244.79166666667,111491.66666666667,126504.16666666667,20246.875,15012.5
732,Minnesota,Kanabec County,161947.91666666666,194441.66666666666,220675.0,32493.75,26233.333333333343
733,Minnesota,Kandiyohi County,161896.58333333334,187124.66666666666,211204.16666666666,25228.083333333314,24079.5
734,Minnesota,Kittson County,61990.0,60655.555555555555,119531.25,-1334.4444444444453,58875.694444444445
735,Minnesota,Koochiching County,99883.33333333333,140729.16666666666,121091.66666666667,40845.83333333333,-19637.499999999985
736,Minnesota,Lac qui Parle County,92112.0,89663.66666666667,136151.625,-2448.3333333333285,46487.95833333333
737,Minnesota,Lake of the Woods County,152993.66666666666,142465.77272727274,158575.0,-10527.893939393922,16109.227272727265
738,Minnesota,Le Sueur County,211376.54166666666,228040.91666666666,250617.83333333334,16664.375,22576.916666666686
