,state,county,2019,2020,2021,2020 yoy diff,2021 yoy diff
257,Georgia,Bartow County,193188.54166666666,216936.45833333334,261741.45833333334,23747.916666666686,44805.0
258,Georgia,Ben Hill County,108300.0,133387.5,107500.0,25087.5,-25887.5
259,Georgia,Berrien County,,39550.0,466575.0,,427025.0
260,Georgia,Bibb County,129422.25,136744.16666666666,161932.5,7321.916666666657,25188.333333333343
261,Georgia,Bleckley County,112346.66666666667,113574.58333333333,153241.66666666666,1227.916666666657,39667.08333333333
262,Georgia,Brantley County,164580.0,116628.57142857143,259175.0,-47951.428571428565,142546.42857142858
263,Georgia,Brooks County,,,200000.0,,
264,Georgia,Bryan County,257924.625,277423.0833333333,308879.7083333333,19498.458333333314,31456.625
265,Georgia,Bulloch County,160558.33333333334,175513.45833333334,205620.83333333334,14955.125,30107.375
266,Georgia,Burke County,146093.75,176348.04166666666,211620.83333333334,30254.291666666657,35272.791666666686
267,Georgia,Butts County,159387.5,193748.75,236601.66666666666,34361.25,42852.91666666666
268,Georgia,Calhoun County,94753.5,,32000.0,,
269,Georgia,Camden County,179570.41666666666,209091.66666666666,234632.5,29521.25,25540.833333333343
270,Georgia,Candler County,135468.18181818182,199125.0,202937.5,63656.81818181818,3812.5
271,Georgia,Carroll County,171700.58333333334,198085.08333333334,238721.41666666666,26384.5,40636.333333333314
272,Georgia,Charlton County,138052.0,162487.5,177602.16666666666,24435.5,15114.666666666657
273,Georgia,Chatham County,221089.79166666666,241626.04166666666,266724.2083333333,20536.25,25098.166666666657
274,Georgia,Chattooga County,111133.33333333333,119491.66666666667,149008.33333333334,8358.333333333343,29516.66666666667
275,Georgia,Cherokee County,291199.5833333333,310416.7916666667,368969.1666666667,19217.208333333372,58552.375
276,Georgia,Clay County,156000.0,45000.0,397833.3333333333,-111000.0,352833.3333333333
277,Georgia,Clayton County,144795.83333333334,165097.83333333334,203833.33333333334,20302.0,38735.5
278,Georgia,Cobb County,278004.1666666667,305912.5,359557.0833333333,27908.333333333314,53644.583333333314
279,Georgia,Coffee County,28250.0,28500.0,215200.0,250.0,186700.0
280,Georgia,Colquitt County,,93000.0,162700.0,,69700.0
281,Georgia,Columbia County,224515.625,240758.125,274491.6666666667,16242.5,33733.541666666686
282,Georgia,Cook County,155000.0,,239662.5,,
283,Georgia,Coweta County,258690.20833333334,285326.6666666667,338044.6666666667,26636.458333333343,52718.0
284,Georgia,Crawford County,145020.0,163063.63636363635,182465.0,18043.636363636353,19401.363636363647
285,Georgia,Crisp County,151821.42857142858,162655.55555555556,205743.75,10834.126984126982,43088.19444444444
286,Georgia,Dawson County,250977.91666666666,284166.6666666667,352102.9583333333,33188.75000000003,67936.29166666663
287,Georgia,DeKalb County,245173.79166666666,276850.0,325933.5416666667,31676.208333333343,49083.541666666686
288,Georgia,Decatur County,149428.125,190466.66666666666,220054.16666666666,41038.54166666666,29587.5
289,Georgia,Dodge County,108290.90909090909,131833.33333333334,166840.9090909091,23542.424242424255,35007.575757575745
290,Georgia,Dooly County,94428.57142857143,87194.44444444444,184738.88888888888,-7234.126984126997,97544.44444444444
291,Georgia,Dougherty County,63719.818181818184,65663.63636363637,87272.5,1943.8181818181838,21608.863636363632
